contest_code,year,county_code,party,candidate_name
STR,2014,HIL,DEM,Darryl Rouson
STR,2014,HIL,REP,Miriam Steinberg
STR,2014,HOL,REP,Brad Drake
STR,2014,IND,DEM,Jorge Lugo
STR,2014,IND,REP,Debbie Mayfield
STR,2014,JAC,REP,Brad Drake
STR,2014,LEE,DEM,Charles Messina
STR,2014,LEE,REP,Heather Fitzenhagen
STR,2014,LEO,DEM,Alan Williams
STR,2014,MAN,DEM,Darryl Rouson
STR,2014,MRT,DEM,Mary Higgins
STR,2014,MRT,REP,MaryLynn Magar
STR,2014,NAS,DEM,Dave Smith
STR,2014,NAS,REP,Janet Adkins
STR,2014,OKA,REP,Doug Broxson
STR,2014,ORA,DEM,Joe Saunders
STR,2014,ORA,REP,Rene Plasencia
STR,2014,OSC,DEM,John Cortes
STR,2014,OSC,REP,Carlos Irizarry
STR,2014,PAL,DEM,David Silvers
STR,2014,PAL,REP,Bill Hager
STR,2014,PAS,DEM,Beverly Ledbetter
STR,2014,PAS,REP,Danny Burgess
STR,2014,PIN,DEM,Darryl Rouson
STR,2014,PIN,REP,Kathleen Peters
STR,2014,POL,DEM,Chad Carnell
STR,2014,POL,REP,Mike La Rosa
STR,2014,SAN,DEM,Jeremy Lau
STR,2014,SAN,REP,Doug Broxson
STR,2014,SAR,DEM,Greg Para
STR,2014,SAR,REP,Julio Gonzalez
STR,2014,SEM,DEM,Karen Dentel
STR,2014,SEM,REP,Bob Cortes
STR,2014,STJ,REP,Ronald Renuart
STR,2014,STL,DEM,"Larry Lee,"
STR,2014,STL,REP,Rob Siedlecki
STR,2014,SUW,REP,Elizabeth Porter
STR,2014,VOL,DEM,Bob Garcia
STR,2014,VOL,REP,David Santiago
STR,2014,WAL,REP,Brad Drake
STR,2014,WAS,REP,Brad Drake
STR,2016,ALA,DEM,Marihelen Wheeler
STR,2016,ALA,REP,Chuck Clemons
STR,2016,BAK,DEM,Jerry Bullard
STR,2016,BAK,REP,Elizabeth Porter
STR,2016,BAY,REP,Jay Trumbull
STR,2016,BRA,DEM,Hubert Snodgrass
STR,2016,BRA,REP,Bobby Payne
STR,2016,BRE,DEM,David Kearns
STR,2016,BRE,REP,Randy Fine
STR,2016,BRO,DEM,Patricio Moreno
STR,2016,BRO,REP,Carlos Trujillo
STR,2016,CLA,DEM,Hubert Snodgrass
STR,2016,CLA,REP,Bobby Payne
STR,2016,CLL,DEM,Patricio Moreno
STR,2016,CLL,REP,Bob Rommel
STR,2016,CLM,DEM,Jerry Bullard
STR,2016,CLM,REP,Elizabeth Porter
STR,2016,DAD,DEM,Dan Horton
STR,2016,DAD,REP,Holly Raschein
STR,2016,DES,DEM,David Poulin
STR,2016,DES,REP,Ben Albritton
STR,2016,DIX,DEM,Marihelen Wheeler
STR,2016,DIX,REP,Chuck Clemons
STR,2016,DUV,DEM,Kimberly Daniels
STR,2016,DUV,REP,Jason Fischer
STR,2016,ESC,DEM,Ray Guillory
STR,2016,ESC,REP,Frank White
STR,2016,FLA,DEM,Adam Morley
STR,2016,FLA,REP,Paul Renner
STR,2016,GAD,DEM,Ramon Alexander
STR,2016,GIL,DEM,Marihelen Wheeler
STR,2016,GIL,REP,Chuck Clemons
STR,2016,HAM,DEM,Jerry Bullard
STR,2016,HAM,REP,Elizabeth Porter
STR,2016,HAR,DEM,David Poulin
STR,2016,HAR,REP,Ben Albritton
STR,2016,HEN,REP,Byron Donalds
STR,2016,HER,DEM,Ramon Gutierrez
STR,2016,HER,REP,Blaise Ingoglia
STR,2016,HIL,DEM,Wengay Newton
STR,2016,HIL,REP,Cori Fournier
STR,2016,HOL,REP,Brad Drake
STR,2016,IND,REP,Erin Grall
STR,2016,JAC,REP,Brad Drake
STR,2016,LAK,REP,Jennifer Sullivan
STR,2016,LEE,DEM,John Scott
STR,2016,LEE,REP,Matt Caldwell
STR,2016,LEO,DEM,Loranne Ausley
STR,2016,LEO,REP,Jim Messer
STR,2016,MAN,DEM,James Golden
STR,2016,MAN,REP,Joe Gruters
STR,2016,MON,DEM,Dan Horton
STR,2016,MON,REP,Holly Raschein
STR,2016,MRN,DEM,Rick Perry
STR,2016,MRN,REP,Stan McClain
STR,2016,MRT,DEM,Crystal Lucas
STR,2016,MRT,REP,Gayle Harrell
STR,2016,NAS,REP,Cord Byrd
STR,2016,OKA,REP,Mel Ponder
STR,2016,ORA,DEM,Sean Ashby
STR,2016,ORA,REP,Rene Plasencia
STR,2016,OSC,DEM,John Cortes
STR,2016,OSC,REP,Mike La Rosa
STR,2016,PAL,DEM,Emily Slosberg
STR,2016,PAL,REP,Laurel Bennett
STR,2016,PAS,DEM,Amanda Murphy
STR,2016,PAS,REP,Amber Mariano
STR,2016,PIN,DEM,Wengay Newton
STR,2016,PIN,REP,Cori Fournier
STR,2016,POL,DEM,David Poulin
STR,2016,POL,REP,Ben Albritton
STR,2016,PUT,DEM,Hubert Snodgrass
STR,2016,PUT,REP,Bobby Payne
STR,2016,SAN,DEM,Ray Guillory
STR,2016,SAN,REP,Frank White
STR,2016,SAR,DEM,Manny Lopez
STR,2016,SAR,REP,Julio Gonzalez
STR,2016,SEM,DEM,Ryan Yadav
STR,2016,SEM,REP,Bob Cortes
STR,2016,STJ,DEM,Adam Morley
STR,2016,STJ,REP,Paul Renner
STR,2016,STL,DEM,Crystal Lucas
STR,2016,STL,REP,Gayle Harrell
STR,2016,SUW,DEM,Jerry Bullard
STR,2016,SUW,REP,Elizabeth Porter
STR,2016,UNI,DEM,Hubert Snodgrass
STR,2016,UNI,REP,Bobby Payne
STR,2016,VOL,DEM,Robert Mann
STR,2016,VOL,REP,David Santiago
STR,2016,WAL,REP,Brad Drake
STR,2016,WAS,REP,Brad Drake
STR,2018,ALA,DEM,Jason Haeseler
STR,2018,ALA,REP,Chuck Clemons
STR,2018,BAK,DEM,Ronald Williams
STR,2018,BAK,REP,Chuck Brannan
STR,2018,BAY,REP,Jay Trumbull
STR,2018,BRA,DEM,Paul Still
STR,2018,BRA,REP,Bobby Payne
STR,2018,BRE,DEM,Phil Moore
STR,2018,BRE,REP,Randy Fine
STR,2018,BRO,DEM,Javier Estevez
STR,2018,BRO,REP,Ana Rodriguez
STR,2018,CIT,DEM,Paul Reinhardt
STR,2018,CIT,REP,Ralph Massullo
STR,2018,CLA,DEM,Paul Still
STR,2018,CLA,REP,Bobby Payne
STR,2018,CLL,DEM,Sara McFadden
STR,2018,CLL,REP,Bob Rommel
STR,2018,CLM,DEM,Ronald Williams
STR,2018,CLM,REP,Chuck Brannan
STR,2018,DAD,DEM,Steve Friedman
STR,2018,DAD,REP,Holly Raschein
STR,2018,DES,REP,Jeff Mann
STR,2018,DIX,DEM,Jason Haeseler
STR,2018,DIX,REP,Chuck Clemons
STR,2018,DUV,DEM,Ken Organes
STR,2018,DUV,REP,Jason Fischer
STR,2018,ESC,DEM,Vikki Garrett
STR,2018,ESC,REP,Mike Hill
STR,2018,FLA,DEM,Adam Morley
STR,2018,FLA,REP,Paul Renner
STR,2018,GIL,DEM,Jason Haeseler
STR,2018,GIL,REP,Chuck Clemons
STR,2018,GLA,DEM,Audrey Asciutto
STR,2018,GLA,REP,Cary Pigman
STR,2018,HAM,DEM,Ronald Williams
STR,2018,HAM,REP,Chuck Brannan
STR,2018,HAR,REP,Jeff Mann
STR,2018,HEN,DEM,Jennifer Boddicker
STR,2018,HEN,REP,Byron Donalds
STR,2018,HER,DEM,Colleen Kasperek
STR,2018,HER,REP,Blaise Ingoglia
STR,2018,HIG,DEM,Audrey Asciutto
STR,2018,HIG,REP,Cary Pigman
STR,2018,HIL,DEM,Jessica Harrington
STR,2018,HIL,REP,James Grant
STR,2018,IND,DEM,Nicole Haagenson
STR,2018,IND,REP,Erin Grall
STR,2018,LAK,DEM,Oren Miller
STR,2018,LAK,REP,Brett Hage
STR,2018,LEE,DEM,Mark Lipton
STR,2018,LEE,REP,Spencer Roach
STR,2018,LEV,DEM,Bernard Parker
STR,2018,LEV,REP,Charlie Stone
STR,2018,MAN,DEM,Liv Coleman
STR,2018,MAN,REP,Tommy Gregory
STR,2018,MON,DEM,Steve Friedman
STR,2018,MON,REP,Holly Raschein
STR,2018,MRN,DEM,Oren Miller
STR,2018,MRN,REP,Brett Hage
STR,2018,MRT,DEM,Matt Theobald
STR,2018,MRT,REP,Toby Overdorf
STR,2018,NAS,DEM,Nathcelly Rohrbaugh
STR,2018,NAS,REP,Cord Byrd
STR,2018,OKA,DEM,Rebecca Koelzer
STR,2018,OKA,REP,Mel Ponder
STR,2018,OKE,DEM,Audrey Asciutto
STR,2018,OKE,REP,Cary Pigman
STR,2018,ORA,DEM,Pam Dirschka
STR,2018,ORA,REP,Rene Plasencia
STR,2018,OSC,DEM,Barbara Cady
STR,2018,OSC,REP,Mike La Rosa
STR,2018,PAL,DEM,Jim Bonfiglio
STR,2018,PAL,REP,Mike Caruso
STR,2018,PAS,DEM,Tammy Garcia
STR,2018,PAS,REP,Danny Burgess
STR,2018,PIN,DEM,Jennifer Webb
STR,2018,PIN,REP,Ray Blacklidge
STR,2018,POL,DEM,Barbara Cady
STR,2018,POL,REP,Jeff Mann
STR,2018,PUT,DEM,Paul Still
STR,2018,PUT,REP,Bobby Payne
STR,2018,SAN,REP,Jayer Williamson
STR,2018,SAR,DEM,Tony Mowry
STR,2018,SAR,REP,James Buchanan
STR,2018,SEM,DEM,Joy Goff-Marcil
STR,2018,SEM,REP,Bob Cortes
STR,2018,STJ,DEM,Adam Morley
STR,2018,STJ,REP,Paul Renner
STR,2018,STL,DEM,Delores Hogan Johnson
STR,2018,STL,REP,Mark Gotz
STR,2018,SUM,DEM,Oren Miller
STR,2018,SUM,REP,Brett Hage
STR,2018,SUW,DEM,Ronald Williams
STR,2018,SUW,REP,Chuck Brannan
STR,2018,UNI,DEM,Paul Still
STR,2018,UNI,REP,Bobby Payne
STR,2018,VOL,DEM,Carol Lawrence
STR,2018,VOL,REP,David Santiago
STR,2020,ALA,DEM,Kayser Enneking
STR,2020,ALA,REP,Chuck Clemons
STR,2020,BAK,DEM,Rock Aboujaoude
STR,2020,BAK,REP,Chuck Brannan
STR,2020,BAY,DEM,Alicia Bays
STR,2020,BAY,REP,Jay Trumbull
STR,2020,BRA,DEM,Kimberly Dugger
STR,2020,BRA,REP,Bobby Payne
STR,2020,BRE,DEM,Phil Moore
STR,2020,BRE,REP,Randy Fine
STR,2020,BRO,DEM,Maureen Porras
STR,2020,BRO,REP,David Borrero
STR,2020,CAL,DEM,Taymour Khan
STR,2020,CAL,REP,Jason Shoaf
STR,2020,CHA,DEM,David Jones
STR,2020,CHA,REP,Michael Grant
STR,2020,CIT,DEM,Dushyant Gosai
STR,2020,CIT,REP,Ralph Massullo
STR,2020,CLA,DEM,Kimberly Dugger
STR,2020,CLA,REP,Bobby Payne
STR,2020,CLL,DEM,Sara McFadden
STR,2020,CLL,REP,Bob Rommel
STR,2020,CLM,DEM,Rock Aboujaoude
STR,2020,CLM,REP,Chuck Brannan
STR,2020,DAD,DEM,Clint Barras
STR,2020,DAD,REP,James 'Jim' Mooney
STR,2020,DES,DEM,James Davis
STR,2020,DES,REP,Melony Bell
STR,2020,DIX,DEM,Kayser Enneking
STR,2020,DIX,REP,Chuck Clemons
STR,2020,DUV,DEM,Ben Marcus
STR,2020,DUV,REP,Jason Fischer
STR,2020,ESC,DEM,Dianne Krumel
STR,2020,ESC,REP,Alex Andrade
STR,2020,FLA,DEM,Adam Morley
STR,2020,FLA,REP,Paul Renner
STR,2020,FRA,DEM,Taymour Khan
STR,2020,FRA,REP,Jason Shoaf
STR,2020,GIL,DEM,Kayser Enneking
STR,2020,GIL,REP,Chuck Clemons
STR,2020,GLA,DEM,Linda Tripp
STR,2020,GLA,REP,Kaylee Tuck
STR,2020,GUL,DEM,Taymour Khan
STR,2020,GUL,REP,Jason Shoaf
STR,2020,HAM,DEM,Rock Aboujaoude
STR,2020,HAM,REP,Chuck Brannan
STR,2020,HAR,DEM,James Davis
STR,2020,HAR,REP,Melony Bell
STR,2020,HEN,DEM,Laura Novosad
STR,2020,HEN,REP,Lauren Melo
STR,2020,HER,DEM,Keith Laufenberg
STR,2020,HER,REP,Blaise Ingoglia
STR,2020,HIG,DEM,Linda Tripp
STR,2020,HIG,REP,Kaylee Tuck
STR,2020,HIL,DEM,Jessica Harrington
STR,2020,HIL,REP,Traci Koster
STR,2020,IND,DEM,Albert Griffiths
STR,2020,IND,REP,Erin Grall
STR,2020,JEF,DEM,Taymour Khan
STR,2020,JEF,REP,Jason Shoaf
STR,2020,LAF,DEM,Taymour Khan
STR,2020,LAF,REP,Jason Shoaf
STR,2020,LAK,DEM,Mamie Melvin
STR,2020,LAK,REP,Brett Hage
STR,2020,LEE,DEM,Danika Fornear
STR,2020,LEE,REP,Spencer Roach
STR,2020,LEO,DEM,Allison Tant
STR,2020,LEO,REP,Jim Kallinger
STR,2020,LEV,DEM,Barbara Byram
STR,2020,LEV,REP,Joe Harding
STR,2020,LIB,DEM,Taymour Khan
STR,2020,LIB,REP,Jason Shoaf
STR,2020,MAD,DEM,Taymour Khan
STR,2020,MAD,REP,Jason Shoaf
STR,2020,MAN,DEM,David Fairey
STR,2020,MAN,REP,Tommy Gregory
STR,2020,MON,DEM,Clint Barras
STR,2020,MON,REP,James 'Jim' Mooney
STR,2020,MRN,DEM,Mamie Melvin
STR,2020,MRN,REP,Brett Hage
STR,2020,MRT,DEM,Edgar Bernier
STR,2020,MRT,REP,Toby Overdorf
STR,2020,NAS,DEM,Joshua Hicks
STR,2020,NAS,REP,Cord Byrd
STR,2020,OKA,DEM,John Plante
STR,2020,OKA,REP,Patt Maney
STR,2020,OKE,DEM,Linda Tripp
STR,2020,OKE,REP,Kaylee Tuck
STR,2020,ORA,DEM,Nina Yoakum
STR,2020,ORA,REP,Rene Plasencia
STR,2020,OSC,DEM,Barbara Cady
STR,2020,OSC,REP,Fred Hawkins
STR,2020,PAL,DEM,Emily Slosberg
STR,2020,PAL,REP,Sayd Hussain
STR,2020,PAS,DEM,Brian Staver
STR,2020,PAS,REP,Randy Maggard
STR,2020,PIN,DEM,Jennifer Webb
STR,2020,PIN,REP,Linda Chaney
STR,2020,POL,DEM,James Davis
STR,2020,POL,REP,Melony Bell
STR,2020,PUT,DEM,Kimberly Dugger
STR,2020,PUT,REP,Bobby Payne
STR,2020,SAN,DEM,Angela Hoover
STR,2020,SAN,REP,Jayer Williamson
STR,2020,SAR,DEM,Lisa Stortstrom
STR,2020,SAR,REP,James Buchanan
STR,2020,SEM,DEM,Joy Goff-Marcil
STR,2020,SEM,REP,Bob Cortes
STR,2020,STJ,DEM,Adam Morley
STR,2020,STJ,REP,Paul Renner
STR,2020,STL,DEM,Delores Hogan Johnson
STR,2020,STL,REP,Dana Trabulsy
STR,2020,SUM,DEM,Mamie Melvin
STR,2020,SUM,REP,Brett Hage
STR,2020,SUW,DEM,Rock Aboujaoude
STR,2020,SUW,REP,Chuck Brannan
STR,2020,TAY,DEM,Taymour Khan
STR,2020,TAY,REP,Jason Shoaf
STR,2020,UNI,DEM,Kimberly Dugger
STR,2020,UNI,REP,Bobby Payne
STR,2020,VOL,DEM,Dolores Guzman
STR,2020,VOL,REP,Webster Barnaby
STR,2020,WAK,DEM,Taymour Khan
STR,2020,WAK,REP,Jason Shoaf
STR,2022,ALA,DEM,Brandon Peters
STR,2022,ALA,REP,Chuck Clemons
STR,2022,BRE,DEM,Karen Greb
STR,2022,BRE,REP,Robert Brackett
STR,2022,BRO,DEM,Marie Woodson
STR,2022,BRO,REP,Vincent Parlatore
STR,2022,CLA,DEM,Cornelius Jones
STR,2022,CLA,REP,Sam Garrison
STR,2022,CLL,DEM,Mitchel Schlayer
STR,2022,CLL,REP,Adam Botana
STR,2022,DAD,DEM,Adam Gentle
STR,2022,DAD,REP,James 'Jim' Mooney
STR,2022,DUV,DEM,Michael Anderson
STR,2022,DUV,REP,Jessica Baker
STR,2022,ESC,DEM,Carollyn Taylor
STR,2022,ESC,REP,Alex Andrade
STR,2022,FLA,DEM,Adam Morley
STR,2022,FLA,REP,Paul Renner
STR,2022,GAD,DEM,Gallop Franklin
STR,2022,GAD,REP,Curt Bender
STR,2022,GIL,DEM,Brandon Peters
STR,2022,GIL,REP,Chuck Clemons
STR,2022,HER,DEM,Keith Laufenberg
STR,2022,HER,REP,Jeff Holcomb
STR,2022,HIL,DEM,Eleuterio 'Junior' Salazar
STR,2022,HIL,REP,Mike Beltran
STR,2022,IND,DEM,Karen Greb
STR,2022,IND,REP,Robert Brackett
STR,2022,LAK,DEM,Linda Kero
STR,2022,LAK,REP,Keith Truenow
STR,2022,LEE,DEM,Mitchel Schlayer
STR,2022,LEE,REP,Adam Botana
STR,2022,LEO,DEM,Gallop Franklin
STR,2022,LEO,REP,Curt Bender
STR,2022,LEV,DEM,Brandon Peters
STR,2022,LEV,REP,Chuck Clemons
STR,2022,MAN,DEM,Roberts Dameus
STR,2022,MAN,REP,Tommy Gregory
STR,2022,MON,DEM,Adam Gentle
STR,2022,MON,REP,James 'Jim' Mooney
STR,2022,MRN,DEM,Yvonne Hayes Hinson
STR,2022,MRN,REP,Hollye Merton
STR,2022,MRT,DEM,Raymond Denzel
STR,2022,MRT,REP,John Snyder
STR,2022,NAS,REP,Dean Black
STR,2022,OKA,REP,Joel Rudman
STR,2022,ORA,DEM,Anthony Nieves
STR,2022,ORA,REP,Paula Stark
STR,2022,OSC,DEM,Anthony Nieves
STR,2022,OSC,REP,Paula Stark
STR,2022,PAL,DEM,Terence Davis
STR,2022,PAL,REP,Rick Roth
STR,2022,PAS,DEM,Brian Staver
STR,2022,PAS,REP,Kevin Steele
STR,2022,PIN,DEM,Michele Rayner
STR,2022,PIN,REP,Jeremy Brown
STR,2022,SAN,DEM,Carollyn Taylor
STR,2022,SAN,REP,Joel Rudman
STR,2022,SAR,DEM,Derek Reich
STR,2022,SAR,REP,Fiona McFarland
STR,2022,SEM,DEM,Tiffany Hughes
STR,2022,SEM,REP,Doug Bankson
STR,2022,STJ,DEM,Adam Morley
STR,2022,STJ,REP,Paul Renner
STR,2022,STL,DEM,Curtis Tucker
STR,2022,STL,REP,Toby Overdorf
STR,2022,SUM,DEM,Ash Marwah
STR,2022,SUM,REP,John Temple
STR,2022,VOL,DEM,Rick Karl
STR,2022,VOL,REP,Chase Tramont
STR,2024,ALA,DEM,David Arreola
STR,2024,ALA,REP,Chad Johnson
STR,2024,BAK,DEM,Robert  'Bobby' Brady
STR,2024,BAK,REP,Chuck Brannan
STR,2024,BAY,DEM,Jerry Wyche
STR,2024,BAY,REP,Griff Griffitts
STR,2024,BRA,DEM,Robert  'Bobby' Brady
STR,2024,BRA,REP,Chuck Brannan
STR,2024,BRE,DEM,Joseph Martinez
STR,2024,BRE,REP,Robert Brackett
STR,2024,BRO,DEM,Marie Woodson
STR,2024,BRO,REP,George Navarini
STR,2024,CAL,DEM,Stephanie Lyn Leonard
STR,2024,CAL,REP,Shane Abbott
STR,2024,CHA,DEM,Jim Blue
STR,2024,CHA,REP,Vanessa Oliver
STR,2024,CIT,DEM,Judith Vowels
STR,2024,CIT,REP,J.J. Grow
STR,2024,CLA,DEM,Tony Connolly
STR,2024,CLA,REP,Judson Sapp
STR,2024,CLL,DEM,Arthur Oslund
STR,2024,CLL,REP,Lauren Melo
STR,2024,CLM,DEM,Robert  'Bobby' Brady
STR,2024,CLM,REP,Chuck Brannan
STR,2024,DAD,DEM,Michael Travis
STR,2024,DAD,REP,James 'Jim' Mooney
STR,2024,DES,DEM,Jim Blue
STR,2024,DES,REP,Vanessa Oliver
STR,2024,DIX,DEM,Kenny Beasley
STR,2024,DIX,REP,Jason Shoaf
STR,2024,DUV,DEM,Bryson Morgan
STR,2024,DUV,REP,Jessica Baker
STR,2024,ESC,DEM,Haley Morrissette
STR,2024,ESC,REP,Alex Andrade
STR,2024,FLA,DEM,Adam Morley
STR,2024,FLA,REP,Sam Greco
STR,2024,FRA,DEM,Kenny Beasley
STR,2024,FRA,REP,Jason Shoaf
STR,2024,GAD,DEM,Gallop Franklin
STR,2024,GAD,REP,Grace Glass
STR,2024,GIL,DEM,David Arreola
STR,2024,GIL,REP,Chad Johnson
STR,2024,GLA,DEM,Danika Fornear
STR,2024,GLA,REP,Kaylee Tuck
STR,2024,GUL,DEM,Kenny Beasley
STR,2024,GUL,REP,Jason Shoaf
STR,2024,HAM,DEM,Kenny Beasley
STR,2024,HAM,REP,Jason Shoaf
STR,2024,HAR,DEM,Danika Fornear
STR,2024,HAR,REP,Kaylee Tuck
STR,2024,HEN,DEM,Arthur Oslund
STR,2024,HEN,REP,Lauren Melo
STR,2024,HER,DEM,Keith Laufenberg
STR,2024,HER,REP,Jeff Holcomb
STR,2024,HIG,DEM,Danika Fornear
STR,2024,HIG,REP,Kaylee Tuck
STR,2024,HIL,DEM,Luther Wilkins
STR,2024,HIL,REP,Michael Owen
STR,2024,HOL,DEM,Stephanie Lyn Leonard
STR,2024,HOL,REP,Shane Abbott
STR,2024,IND,DEM,Joseph Martinez
STR,2024,IND,REP,Robert Brackett
STR,2024,JAC,DEM,Stephanie Lyn Leonard
STR,2024,JAC,REP,Shane Abbott
STR,2024,JEF,DEM,Allison Tant
STR,2024,JEF,REP,Spencer Brass
STR,2024,LAF,DEM,Kenny Beasley
STR,2024,LAF,REP,Jason Shoaf
STR,2024,LAK,DEM,Andy Ferrari
STR,2024,LAK,REP,Richard Gentry
STR,2024,LEE,DEM,Mitchel Schlayer
STR,2024,LEE,REP,Adam Botana
STR,2024,LEO,DEM,Allison Tant
STR,2024,LEO,REP,Spencer Brass
STR,2024,LEV,DEM,David Arreola
STR,2024,LEV,REP,Chad Johnson
STR,2024,LIB,DEM,Kenny Beasley
STR,2024,LIB,REP,Jason Shoaf
STR,2024,MAD,DEM,Allison Tant
STR,2024,MAD,REP,Spencer Brass
STR,2024,MAN,DEM,Lesa Miller
STR,2024,MAN,REP,William 'Bill' Conerly
STR,2024,MON,DEM,Michael Travis
STR,2024,MON,REP,James 'Jim' Mooney
STR,2024,MRN,DEM,Andy Ferrari
STR,2024,MRN,REP,Richard Gentry
STR,2024,MRT,DEM,Alberto Hernandez
STR,2024,MRT,REP,John Snyder
STR,2024,NAS,DEM,Gary McManus
STR,2024,NAS,REP,Dean Black
STR,2024,OKA,DEM,Samuel Chang
STR,2024,OKA,REP,Patt Maney
STR,2024,OKE,DEM,Danika Fornear
STR,2024,OKE,REP,Kaylee Tuck
STR,2024,ORA,DEM,Maria Revelles
STR,2024,ORA,REP,Paula Stark
STR,2024,OSC,DEM,Maria Revelles
STR,2024,OSC,REP,Paula Stark
STR,2024,PAL,DEM,Rachelle Litt
STR,2024,PAL,REP,Meg Weinberger
STR,2024,PAS,DEM,William Pura
STR,2024,PAS,REP,Brad Yeager
STR,2024,PIN,DEM,Michele Rayner
STR,2024,PIN,REP,Nelson Amador
STR,2024,POL,DEM,Octavio Hernandez
STR,2024,POL,REP,Josie Tomkow
STR,2024,PUT,DEM,Tony Connolly
STR,2024,PUT,REP,Judson Sapp
STR,2024,SAN,DEM,Keith Gillum
STR,2024,SAN,REP,Joel Rudman
STR,2024,SAR,DEM,Tony Dunbar
STR,2024,SAR,REP,Danny Nix
STR,2024,SEM,DEM,Marsha Summersill
STR,2024,SEM,REP,Doug Bankson
STR,2024,STJ,DEM,Tony Connolly
STR,2024,STJ,REP,Judson Sapp
STR,2024,STL,DEM,Lisa Stortstrom
STR,2024,STL,REP,Toby Overdorf
STR,2024,SUM,DEM,Ash Marwah
STR,2024,SUM,REP,John Temple
STR,2024,SUW,DEM,Kenny Beasley
STR,2024,SUW,REP,Jason Shoaf
STR,2024,TAY,DEM,Kenny Beasley
STR,2024,TAY,REP,Jason Shoaf
STR,2024,UNI,DEM,Robert  'Bobby' Brady
STR,2024,UNI,REP,Chuck Brannan
STR,2024,VOL,DEM,Kelly Smith
STR,2024,VOL,REP,Chase Tramont
STR,2024,WAK,DEM,Kenny Beasley
STR,2024,WAK,REP,Jason Shoaf
STR,2024,WAL,DEM,Stephanie Lyn Leonard
STR,2024,WAL,REP,Shane Abbott
STR,2024,WAS,DEM,Stephanie Lyn Leonard
STR,2024,WAS,REP,Shane Abbott
STS,2010,ALA,DEM,"Perry McGriff,, Jr."
STS,2010,ALA,REP,Steve Oelrich
STS,2010,BAY,DEM,Bill Montford
STS,2010,BAY,REP,John Shaw
STS,2010,BRA,DEM,"Perry McGriff,, Jr."
STS,2010,BRA,REP,Steve Oelrich
STS,2010,BRE,REP,Thad Altman
STS,2010,BRO,DEM,Gwen Margolis
STS,2010,BRO,REP,Patrick Laffey
STS,2010,CAL,DEM,Bill Montford
STS,2010,CAL,REP,John Shaw
STS,2010,CHA,DEM,Kevin Rader
STS,2010,CHA,REP,Lizbeth Benacquisto
STS,2010,CLM,DEM,"Perry McGriff,, Jr."
STS,2010,CLM,REP,Steve Oelrich
STS,2010,DAD,DEM,Les Gerson
STS,2010,DAD,REP,Rene Garcia
STS,2010,DUV,DEM,Deborah Gianoulis
STS,2010,DUV,REP,John Thrasher
STS,2010,ESC,REP,Greg Evers
STS,2010,FLA,DEM,Deborah Gianoulis
STS,2010,FLA,REP,John Thrasher
STS,2010,FRA,DEM,Bill Montford
STS,2010,FRA,REP,John Shaw
STS,2010,GAD,DEM,Bill Montford
STS,2010,GAD,REP,John Shaw
STS,2010,GIL,DEM,"Perry McGriff,, Jr."
STS,2010,GIL,REP,Steve Oelrich
STS,2010,GLA,DEM,Kevin Rader
STS,2010,GLA,REP,Lizbeth Benacquisto
STS,2010,GUL,DEM,Bill Montford
STS,2010,GUL,REP,John Shaw
STS,2010,HIL,DEM,Nina Hayden
STS,2010,HIL,REP,Jack Latvala
STS,2010,HOL,REP,Greg Evers
STS,2010,JAC,DEM,Bill Montford
STS,2010,JAC,REP,John Shaw
STS,2010,JEF,DEM,Bill Montford
STS,2010,JEF,REP,John Shaw
STS,2010,LAK,DEM,Eunice Garbutt
STS,2010,LAK,REP,Alan Hays
STS,2010,LEE,DEM,Kevin Rader
STS,2010,LEE,REP,Lizbeth Benacquisto
STS,2010,LEO,DEM,Bill Montford
STS,2010,LEO,REP,John Shaw
STS,2010,LEV,DEM,"Perry McGriff,, Jr."
STS,2010,LEV,REP,Steve Oelrich
STS,2010,LIB,DEM,Bill Montford
STS,2010,LIB,REP,John Shaw
STS,2010,MAD,DEM,Bill Montford
STS,2010,MAD,REP,John Shaw
STS,2010,MRN,DEM,Eunice Garbutt
STS,2010,MRN,REP,Alan Hays
STS,2010,NAS,DEM,Deborah Gianoulis
STS,2010,NAS,REP,John Thrasher
STS,2010,OKA,REP,Greg Evers
STS,2010,ORA,REP,Thad Altman
STS,2010,PAL,DEM,Kevin Rader
STS,2010,PAL,REP,Lizbeth Benacquisto
STS,2010,PAS,REP,Jim Norman
STS,2010,PIN,DEM,Nina Hayden
STS,2010,PIN,REP,Jack Latvala
STS,2010,POL,REP,Ronda Storms
STS,2010,PUT,DEM,"Perry McGriff,, Jr."
STS,2010,PUT,REP,Steve Oelrich
STS,2010,SAN,REP,Greg Evers
STS,2010,SEM,DEM,Eunice Garbutt
STS,2010,SEM,REP,Thad Altman
STS,2010,STJ,DEM,Deborah Gianoulis
STS,2010,STJ,REP,John Thrasher
STS,2010,SUM,DEM,Eunice Garbutt
STS,2010,SUM,REP,Alan Hays
STS,2010,UNI,DEM,"Perry McGriff,, Jr."
STS,2010,UNI,REP,Steve Oelrich
STS,2010,VOL,DEM,Eunice Garbutt
STS,2010,VOL,REP,Alan Hays
STS,2010,WAK,DEM,Bill Montford
STS,2010,WAK,REP,John Shaw
STS,2010,WAL,REP,Greg Evers
STS,2010,WAS,REP,Greg Evers
STS,2012,ALA,DEM,William Mazzota
